,ID_consumidor,ID_lugar,calificacion,calificacion_comida,calificacion_servicio,latitud,longitud,fumador_activo,nivel_de_alcohol,vestimenta_preferida,ambiente,medio_de_transporte,estado_civil,año_nacimiento,intereses,ocupacion,presupuesto,tipo_de_comida,metodo_de_pago
297,U1125,135066,1,0,1,22.19204,-100.956935,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo
298,U1125,135032,1,2,1,22.19204,-100.956935,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo
299,U1119,134986,2,2,2,18.96479,-99.260017,falso,sobrio,formal,familia,transporte_publico,soltero,1992,eco-friendly,estudiante,medio,latinoamericana,dinero_efectivo
300,U1119,135021,0,0,0,18.96479,-99.260017,falso,sobrio,formal,familia,transporte_publico,soltero,1992,eco-friendly,estudiante,medio,latinoamericana,dinero_efectivo
301,U1119,135001,2,2,2,18.96479,-99.260017,falso,sobrio,formal,familia,transporte_publico,soltero,1992,eco-friendly,estudiante,medio,latinoamericana,dinero_efectivo
302,U1125,135042,1,1,1,22.19204,-100.956935,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo
303,U1119,132583,2,2,2,18.96479,-99.260017,falso,sobrio,formal,familia,transporte_publico,soltero,1992,eco-friendly,estudiante,medio,latinoamericana,dinero_efectivo
304,U1125,135063,1,2,1,22.19204,-100.956935,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo
305,U1119,132768,2,2,2,18.96479,-99.260017,falso,sobrio,formal,familia,transporte_publico,soltero,1992,eco-friendly,estudiante,medio,latinoamericana,dinero_efectivo
306,U1125,135060,1,0,2,22.19204,-100.956935,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo
307,U1125,135038,2,2,1,22.19204,-100.956935,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo
308,U1125,135062,1,2,1,22.19204,-100.956935,falso,bebedor_casual,formal,amigos,transporte_publico,soltero,1990,tecnología,estudiante,bajo,latinoamericana,dinero_efectivo
309,U1018,135081,1,1,1,22.190949,-100.917902,verdadero,bebedor_casual,formal,amigos,transporte_publico,soltero,1989,tecnología,estudiante,bajo,panaderia_cafeteria,dinero_efectivo
310,U1018,135057,1,1,0,22.190949,-100.917902,verdadero,bebedor_casual,formal,amigos,transporte_publico,soltero,1989,tecnología,estudiante,bajo,panaderia_cafeteria,dinero_efectivo
311,U1018,135066,1,1,1,22.190949,-100.917902,verdadero,bebedor_casual,formal,amigos,transporte_publico,soltero,1989,tecnología,estudiante,bajo,panaderia_cafeteria,dinero_efectivo
312,U1018,135032,1,1,1,22.190949,-100.917902,verdadero,bebedor_casual,formal,amigos,transporte_publico,soltero,1989,tecnología,estudiante,bajo,panaderia_cafeteria,dinero_efectivo
313,U1018,135062,0,0,1,22.190949,-100.917902,verdadero,bebedor_casual,formal,amigos,transporte_publico,soltero,1989,tecnología,estudiante,bajo,panaderia_cafeteria,dinero_efectivo
314,U1018,135025,1,1,1,22.190949,-100.917902,verdadero,bebedor_casual,formal,amigos,transporte_publico,soltero,1989,tecnología,estudiante,bajo,panaderia_cafeteria,dinero_efectivo
315,U1018,135069,0,1,1,22.190949,-100.917902,verdadero,bebedor_casual,formal,amigos,transporte_publico,soltero,1989,tecnología,estudiante,bajo,panaderia_cafeteria,dinero_efectivo
316,U1018,135108,1,0,1,22.190949,-100.917902,verdadero,bebedor_casual,formal,amigos,transporte_publico,soltero,1989,tecnología,estudiante,bajo,panaderia_cafeteria,dinero_efectivo
317,U1076,135039,2,2,1,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,tarjeta_debito_credito
318,U1076,135038,1,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,tarjeta_debito_credito
319,U1076,135027,0,1,1,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,tarjeta_debito_credito
320,U1076,135042,2,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,tarjeta_debito_credito
321,U1022,135040,0,0,0,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
322,U1076,135073,2,1,1,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,tarjeta_debito_credito
323,U1022,135033,1,1,2,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
324,U1022,135025,0,0,0,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
325,U1022,135032,1,1,2,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
326,U1022,135057,2,2,2,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
327,U1022,135060,1,1,2,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
328,U1022,135052,2,2,2,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
329,U1022,135038,2,1,2,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
330,U1022,135081,0,2,1,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
331,U1022,135045,2,1,1,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
332,U1022,135051,2,1,1,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
333,U1022,135073,2,2,2,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
334,U1022,135062,1,2,1,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
335,U1022,135063,2,1,2,22.146708,-100.964355,falso,bebedor_casual,formal,familia,auto,soltero,1990,variedad,estudiante,medio,asiatica,dinero_efectivo
336,U1094,135054,0,0,0,23.73944,-99.160548,falso,sobrio,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,medio,latinoamericana,dinero_efectivo
337,U1094,135082,0,0,0,23.73944,-99.160548,falso,sobrio,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,medio,latinoamericana,dinero_efectivo
338,U1094,135057,0,1,0,23.73944,-99.160548,falso,sobrio,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,medio,latinoamericana,dinero_efectivo
339,U1094,135071,0,1,0,23.73944,-99.160548,falso,sobrio,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,medio,latinoamericana,dinero_efectivo
340,U1094,132830,0,1,0,23.73944,-99.160548,falso,sobrio,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,medio,latinoamericana,dinero_efectivo
341,U1094,135070,0,1,0,23.73944,-99.160548,falso,sobrio,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,medio,latinoamericana,dinero_efectivo
342,U1094,135108,0,1,1,23.73944,-99.160548,falso,sobrio,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,medio,latinoamericana,dinero_efectivo
343,U1094,135069,0,1,0,23.73944,-99.160548,falso,sobrio,informal,amigos,transporte_publico,soltero,1991,variedad,estudiante,medio,latinoamericana,dinero_efectivo
344,U1116,135047,2,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
345,U1116,135060,0,0,0,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
346,U1116,135038,2,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
347,U1116,135085,2,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
348,U1116,135052,2,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
349,U1116,135025,2,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
350,U1116,135059,0,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
351,U1116,135027,0,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
352,U1116,132825,2,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
353,U1116,135030,1,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
354,U1116,132834,2,2,2,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,dinero_efectivo
355,U1105,135057,0,0,0,22.120019,-100.950991,falso,bebedor_social,formal,familia,transporte_publico,soltero,1991,variedad,estudiante,medio,comida_rapida,dinero_efectivo
356,U1105,135069,0,0,0,22.120019,-100.950991,falso,bebedor_social,formal,familia,transporte_publico,soltero,1991,variedad,estudiante,medio,comida_rapida,dinero_efectivo
357,U1105,132830,0,0,0,22.120019,-100.950991,falso,bebedor_social,formal,familia,transporte_publico,soltero,1991,variedad,estudiante,medio,comida_rapida,dinero_efectivo
358,U1105,135040,0,0,0,22.120019,-100.950991,falso,bebedor_social,formal,familia,transporte_publico,soltero,1991,variedad,estudiante,medio,comida_rapida,dinero_efectivo
359,U1105,135033,0,0,0,22.120019,-100.950991,falso,bebedor_social,formal,familia,transporte_publico,soltero,1991,variedad,estudiante,medio,comida_rapida,dinero_efectivo
360,U1105,135054,0,0,0,22.120019,-100.950991,falso,bebedor_social,formal,familia,transporte_publico,soltero,1991,variedad,estudiante,medio,comida_rapida,dinero_efectivo
361,U1105,135039,0,0,0,22.120019,-100.950991,falso,bebedor_social,formal,familia,transporte_publico,soltero,1991,variedad,estudiante,medio,comida_rapida,dinero_efectivo
362,U1105,135052,0,0,0,22.120019,-100.950991,falso,bebedor_social,formal,familia,transporte_publico,soltero,1991,variedad,estudiante,medio,comida_rapida,dinero_efectivo
363,U1075,135081,1,2,1,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
364,U1075,135066,2,1,2,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
365,U1075,135050,2,2,2,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
366,U1007,135108,1,1,1,22.118464,-100.938256,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1989,variedad,estudiante,bajo,norteamericana,dinero_efectivo
367,U1075,135076,2,2,0,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
368,U1007,135057,1,1,2,22.118464,-100.938256,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1989,variedad,estudiante,bajo,norteamericana,dinero_efectivo
369,U1075,135032,1,1,1,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
370,U1075,132834,1,2,1,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
371,U1075,135057,2,1,1,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
372,U1075,132830,1,1,1,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
373,U1075,135062,1,0,1,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
374,U1075,135039,2,2,0,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
375,U1075,135051,1,1,1,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
376,U1075,135041,1,1,0,22.167575,-100.960364,falso,bebedor_casual,informal,familia,auto,soltero,1991,tecnología,estudiante,medio,restaurante_familiar,dinero_efectivo
377,U1115,135057,2,2,2,22.138127,-100.920512,verdadero,bebedor_social,formal,amigos,transporte_publico,soltero,1990,variedad,estudiante,bajo,europea,dinero_efectivo
378,U1115,135082,2,2,2,22.138127,-100.920512,verdadero,bebedor_social,formal,amigos,transporte_publico,soltero,1990,variedad,estudiante,bajo,europea,dinero_efectivo
379,U1115,135054,0,0,1,22.138127,-100.920512,verdadero,bebedor_social,formal,amigos,transporte_publico,soltero,1990,variedad,estudiante,bajo,europea,dinero_efectivo
380,U1115,135108,1,2,2,22.138127,-100.920512,verdadero,bebedor_social,formal,amigos,transporte_publico,soltero,1990,variedad,estudiante,bajo,europea,dinero_efectivo
381,U1115,135069,1,0,1,22.138127,-100.920512,verdadero,bebedor_social,formal,amigos,transporte_publico,soltero,1990,variedad,estudiante,bajo,europea,dinero_efectivo
382,U1115,132830,2,2,2,22.138127,-100.920512,verdadero,bebedor_social,formal,amigos,transporte_publico,soltero,1990,variedad,estudiante,bajo,europea,dinero_efectivo
383,U1115,135070,1,1,1,22.138127,-100.920512,verdadero,bebedor_social,formal,amigos,transporte_publico,soltero,1990,variedad,estudiante,bajo,europea,dinero_efectivo
384,U1115,135071,2,2,2,22.138127,-100.920512,verdadero,bebedor_social,formal,amigos,transporte_publico,soltero,1990,variedad,estudiante,bajo,europea,dinero_efectivo
385,U1072,135000,0,0,0,18.86826,-99.212033,falso,bebedor_casual,sin_preferencia,familia,transporte_publico,soltero,1984,eco-friendly,estudiante,medio,latinoamericana,dinero_efectivo
386,U1024,132834,1,1,1,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
387,U1024,135106,1,1,1,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
388,U1024,135042,1,2,1,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
389,U1024,132825,1,1,0,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
390,U1024,135060,1,0,2,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
391,U1024,135032,2,2,2,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
392,U1024,135039,2,2,2,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
393,U1024,135045,2,2,0,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
394,U1024,135027,1,2,0,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
395,U1024,135073,1,2,0,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
396,U1024,135051,1,1,0,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
397,U1024,135041,1,1,1,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
398,U1024,135038,1,1,0,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
399,U1024,135028,1,1,1,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
400,U1024,135030,1,1,1,22.154021,-100.976028,falso,sobrio,sin_preferencia,solitario,desconocido,soltero,1930,ninguno,desconocido,medio,panaderia_cafeteria,dinero_efectivo
401,U1132,135038,1,1,1,22.15,-100.983,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1991,ninguno,estudiante,medio,latinoamericana,dinero_efectivo
402,U1132,132825,2,2,2,22.15,-100.983,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1991,ninguno,estudiante,medio,latinoamericana,dinero_efectivo
403,U1132,135085,2,2,2,22.15,-100.983,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1991,ninguno,estudiante,medio,latinoamericana,dinero_efectivo
404,U1132,135062,2,1,1,22.15,-100.983,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1991,ninguno,estudiante,medio,latinoamericana,dinero_efectivo
405,U1132,135025,1,1,2,22.15,-100.983,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1991,ninguno,estudiante,medio,latinoamericana,dinero_efectivo
406,U1132,135052,2,2,2,22.15,-100.983,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1991,ninguno,estudiante,medio,latinoamericana,dinero_efectivo
407,U1132,135028,2,2,2,22.15,-100.983,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1991,ninguno,estudiante,medio,latinoamericana,dinero_efectivo
408,U1132,135032,1,0,1,22.15,-100.983,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1991,ninguno,estudiante,medio,latinoamericana,dinero_efectivo
409,U1132,135051,1,1,0,22.15,-100.983,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1991,ninguno,estudiante,medio,latinoamericana,dinero_efectivo
410,U1132,135027,2,1,0,22.15,-100.983,falso,bebedor_casual,informal,solitario,transporte_publico,soltero,1991,ninguno,estudiante,medio,latinoamericana,dinero_efectivo
411,U1005,135050,1,2,1,22.183477,-100.959891,falso,sobrio,sin_preferencia,familia,transporte_publico,soltero,1992,ninguno,estudiante,medio,restaurante_familiar,tarjeta_debito_credito
412,U1005,135076,2,2,1,22.183477,-100.959891,falso,sobrio,sin_preferencia,familia,transporte_publico,soltero,1992,ninguno,estudiante,medio,restaurante_familiar,tarjeta_debito_credito
413,U1005,132830,1,1,0,22.183477,-100.959891,falso,sobrio,sin_preferencia,familia,transporte_publico,soltero,1992,ninguno,estudiante,medio,restaurante_familiar,tarjeta_debito_credito
414,U1005,135066,2,1,1,22.183477,-100.959891,falso,sobrio,sin_preferencia,familia,transporte_publico,soltero,1992,ninguno,estudiante,medio,restaurante_familiar,tarjeta_debito_credito
415,U1005,135041,1,1,1,22.183477,-100.959891,falso,sobrio,sin_preferencia,familia,transporte_publico,soltero,1992,ninguno,estudiante,medio,restaurante_familiar,tarjeta_debito_credito
416,U1005,135057,1,2,1,22.183477,-100.959891,falso,sobrio,sin_preferencia,familia,transporte_publico,soltero,1992,ninguno,estudiante,medio,restaurante_familiar,tarjeta_debito_credito
417,U1005,135043,0,2,0,22.183477,-100.959891,falso,sobrio,sin_preferencia,familia,transporte_publico,soltero,1992,ninguno,estudiante,medio,restaurante_familiar,tarjeta_debito_credito
418,U1005,135042,2,1,2,22.183477,-100.959891,falso,sobrio,sin_preferencia,familia,transporte_publico,soltero,1992,ninguno,estudiante,medio,restaurante_familiar,tarjeta_debito_credito
419,U1005,135032,2,1,2,22.183477,-100.959891,falso,sobrio,sin_preferencia,familia,transporte_publico,soltero,1992,ninguno,estudiante,medio,restaurante_familiar,tarjeta_debito_credito
420,U1120,135085,0,0,0,22.121857,-100.904279,falso,sobrio,informal,amigos,transporte_publico,soltero,1930,variedad,estudiante,bajo,latinoamericana,tarjeta_debito_credito
421,U1120,132845,1,0,2,22.121857,-100.904279,falso,sobrio,informal,amigos,transporte_publico,soltero,1930,variedad,estudiante,bajo,latinoamericana,tarjeta_debito_credito
422,U1120,135032,1,1,1,22.121857,-100.904279,falso,sobrio,informal,amigos,transporte_publico,soltero,1930,variedad,estudiante,bajo,latinoamericana,tarjeta_debito_credito
423,U1120,135045,1,2,2,22.121857,-100.904279,falso,sobrio,informal,amigos,transporte_publico,soltero,1930,variedad,estudiante,bajo,latinoamericana,tarjeta_debito_credito
424,U1120,135038,0,0,0,22.121857,-100.904279,falso,sobrio,informal,amigos,transporte_publico,soltero,1930,variedad,estudiante,bajo,latinoamericana,tarjeta_debito_credito
425,U1004,135060,1,1,1,18.867,-99.183,falso,sobrio,informal,familia,transporte_publico,soltero,1940,variedad,profesional,medio,panaderia_cafeteria,dinero_efectivo
426,U1004,135028,2,2,2,18.867,-99.183,falso,sobrio,informal,familia,transporte_publico,soltero,1940,variedad,profesional,medio,panaderia_cafeteria,dinero_efectivo
427,U1004,135106,2,2,2,18.867,-99.183,falso,sobrio,informal,familia,transporte_publico,soltero,1940,variedad,profesional,medio,panaderia_cafeteria,dinero_efectivo
428,U1120,135057,2,2,2,22.121857,-100.904279,falso,sobrio,informal,amigos,transporte_publico,soltero,1930,variedad,estudiante,bajo,latinoamericana,tarjeta_debito_credito
429,U1004,135062,2,2,1,18.867,-99.183,falso,sobrio,informal,familia,transporte_publico,soltero,1940,variedad,profesional,medio,panaderia_cafeteria,dinero_efectivo
430,U1120,135026,1,1,1,22.121857,-100.904279,falso,sobrio,informal,amigos,transporte_publico,soltero,1930,variedad,estudiante,bajo,latinoamericana,tarjeta_debito_credito
431,U1004,135032,2,2,2,18.867,-99.183,falso,sobrio,informal,familia,transporte_publico,soltero,1940,variedad,profesional,medio,panaderia_cafeteria,dinero_efectivo
432,U1120,132846,2,2,1,22.121857,-100.904279,falso,sobrio,informal,amigos,transporte_publico,soltero,1930,variedad,estudiante,bajo,latinoamericana,tarjeta_debito_credito
433,U1077,135027,0,1,1,22.156469,-100.98554,falso,bebedor_social,formal,familia,transporte_publico,casado,1987,tecnología,estudiante,medio,latinoamericana,tarjeta_debito_credito
434,U1120,132847,2,2,2,22.121857,-100.904279,falso,sobrio,informal,amigos,transporte_publico,soltero,1930,variedad,estudiante,bajo,latinoamericana,tarjeta_debito_credito
435,U1037,135054,2,1,1,22.15031,-100.900536,falso,bebedor_social,sin_preferencia,familia,transporte_publico,soltero,1990,variedad,estudiante,bajo,asiatica,dinero_efectivo
436,U1037,135082,0,0,0,22.15031,-100.900536,falso,bebedor_social,sin_preferencia,familia,transporte_publico,soltero,1990,variedad,estudiante,bajo,asiatica,dinero_efectivo
437,U1037,135070,0,0,0,22.15031,-100.900536,falso,bebedor_social,sin_preferencia,familia,transporte_publico,soltero,1990,variedad,estudiante,bajo,asiatica,dinero_efectivo
438,U1037,132845,0,0,0,22.15031,-100.900536,falso,bebedor_social,sin_preferencia,familia,transporte_publico,soltero,1990,variedad,estudiante,bajo,asiatica,dinero_efectivo
439,U1037,135108,2,2,2,22.15031,-100.900536,falso,bebedor_social,sin_preferencia,familia,transporte_publico,soltero,1990,variedad,estudiante,bajo,asiatica,dinero_efectivo
440,U1037,132847,1,1,1,22.15031,-100.900536,falso,bebedor_social,sin_preferencia,familia,transporte_publico,soltero,1990,variedad,estudiante,bajo,asiatica,dinero_efectivo
441,U1037,132830,2,2,2,22.15031,-100.900536,falso,bebedor_social,sin_preferencia,familia,transporte_publico,soltero,1990,variedad,estudiante,bajo,asiatica,dinero_efectivo
442,U1035,135000,2,2,2,18.839671,-99.223897,verdadero,bebedor_casual,sin_preferencia,amigos,auto,soltero,1985,variedad,estudiante,medio,latinoamericana,dinero_efectivo
443,U1035,134996,2,1,2,18.839671,-99.223897,verdadero,bebedor_casual,sin_preferencia,amigos,auto,soltero,1985,variedad,estudiante,medio,latinoamericana,dinero_efectivo
444,U1035,134986,2,2,2,18.839671,-99.223897,verdadero,bebedor_casual,sin_preferencia,amigos,auto,soltero,1985,variedad,estudiante,medio,latinoamericana,dinero_efectivo
445,U1052,132851,1,0,2,22.138055,-100.936005,verdadero,bebedor_social,sin_preferencia,familia,caminando,soltero,1990,ninguno,estudiante,bajo,oceania,dinero_efectivo
446,U1036,132834,1,2,2,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
447,U1036,135064,2,2,1,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
448,U1036,135079,2,2,2,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
449,U1036,135042,2,2,2,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
450,U1036,135085,2,2,2,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
451,U1036,135025,2,2,2,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
452,U1036,132825,2,2,2,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
453,U1036,135059,2,2,2,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
454,U1036,135052,2,2,2,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
455,U1036,132754,2,2,2,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
456,U1036,135065,0,0,0,22.160572,-100.989418,falso,bebedor_social,informal,familia,transporte_publico,soltero,1991,ninguno,estudiante,medio,asiatica,tarjeta_debito_credito
